Material Composition,Fabrication Technique,Tensile Strength (MPa),Thermal Conductivity (W/m·K),Elastic Modulus (GPa),Density (g/cm³),Fiber Volume Fraction (%)
Carbon Nanotubes,Electrospinning,682.601398082278,45.3785861447667,122.85804949503355,1.9941001493974684,40.87939116709956
Carbon Nanotubes,Langmuir-Blodgett,572.8992727091472,12.38871536479433,178.5338385051443,2.025027283505658,59.56229491405497
Graphene,Langmuir-Blodgett,725.0916645946802,35.41613535618435,212.043217583342,2.199638318219895,59.436486636541346
Graphene,Electrospinning,1033.6356312370426,22.706400298285935,104.96751017607272,1.8302592369995039,47.03560957633013
Carbon Nanotubes,Langmuir-Blodgett,1195.7452483567054,33.33101113667169,191.0708688134422,1.7934517992916947,56.41048745710244
Carbon Nanotubes,Langmuir-Blodgett,1274.020922965081,29.35629272529194,177.17526175487035,2.205597485701357,44.46851268650857
Carbon Nanotubes,Langmuir-Blodgett,542.936154867717,23.34714084049129,153.46413232084768,1.899335483601973,48.34584656098852
Graphene,Langmuir-Blodgett,927.9861722125911,13.792625853225697,170.48514976308405,1.5040239474901531,54.52899995396116
Carbon Nanotubes,Langmuir-Blodgett,622.2115835853673,32.3775964601159,53.6106765816051,2.437846579004087,51.01085724476686
Carbon Nanotubes,Langmuir-Blodgett,931.2003864446718,14.511702657071215,50.81318598953282,1.649645495706308,56.422363260713425
Carbon Nanotubes,Langmuir-Blodgett,933.9758491202952,16.244803527067802,160.0877133384704,1.6486341159556952,59.60078035859593
Polymer Matrix,Langmuir-Blodgett,998.2116867122437,49.287010197236405,154.82169295334887,2.3183658015379622,40.18035288966274
Carbon Nanotubes,Electrospinning,1392.8306262632395,22.66820761388315,64.26704106547108,1.835502830981675,58.49041234098705
Polymer Matrix,Langmuir-Blodgett,1305.0955026240895,33.377447584858835,148.4052653246129,1.8281753066182644,48.26894508367469
Polymer Matrix,Langmuir-Blodgett,1136.7208451363917,20.88927768076256,201.50575500542058,2.1223954073802913,48.158983286784135
Carbon Nanotubes,Electrospinning,1385.4073229335308,44.62037754424587,158.24048880302124,1.5590386529413751,40.013189278861766
Polymer Matrix,Langmuir-Blodgett,1178.4686165046232,21.33360763493402,153.5228581515883,1.7369617257652177,56.68700146130223
Carbon Nanotubes,Langmuir-Blodgett,1318.8549607630753,24.67540606549956,193.58169078515422,1.553271163413243,55.179777908995234
Graphene,Langmuir-Blodgett,1063.7783009841266,34.33550311240133,84.36884139062221,1.7915096617251027,57.880207909278106
Graphene,Langmuir-Blodgett,1025.2182516309008,44.79946830578346,141.49610642975324,2.369930158479459,43.3472178476734
Graphene,Langmuir-Blodgett,1224.0972427723848,42.64856618124053,79.60957538069124,2.409332544431981,44.302251821203015
Graphene,Langmuir-Blodgett,519.689311975751,20.55439542227853,154.768059383548,1.809436694729002,46.070611636782886
Polymer Matrix,Electrospinning,1190.3775716314235,43.182198299821366,168.38828649372954,1.6875866962901447,50.60413739410454
Carbon Nanotubes,Electrospinning,1434.5182184043647,38.04781261563853,74.3346603235512,1.6352759882253753,46.90232674907124
Carbon Nanotubes,Electrospinning,1213.942079826754,49.593139616440645,65.10303961231163,1.8944191208134016,45.994530514561596
Carbon Nanotubes,Electrospinning,536.7937242972185,47.41790671945005,83.34672222317258,2.3264062847802323,43.65387938658082
Graphene,Electrospinning,877.885640772724,31.32546888181509,167.26752466292427,2.352663433627562,43.18401995192095
Graphene,Langmuir-Blodgett,1309.581302271286,39.997144767701656,87.9238322395833,1.5459279841522922,49.458794806770754
Carbon Nanotubes,Langmuir-Blodgett,1458.60855004442,32.80718807948914,105.04866199353918,1.7092288562684776,48.91800051315758
Graphene,Langmuir-Blodgett,870.1633556363772,33.79981768459889,190.50918923722494,1.7031702551814334,55.70262572674727
Carbon Nanotubes,Langmuir-Blodgett,1341.1940558769081,14.06003319911115,99.66896540602714,2.3284301800160807,56.47655285383934
Carbon Nanotubes,Langmuir-Blodgett,1363.8098753015129,10.08982833910621,129.50539789111383,1.956292315878398,54.012279524251646
Carbon Nanotubes,Electrospinning,623.2863993260501,11.927454978995492,235.76907194004738,1.8683952319555743,56.62406207522278
Carbon Nanotubes,Electrospinning,1345.7884667186872,48.665226715776974,214.99932227222246,2.456605891071383,42.17703852960625
Carbon Nanotubes,Langmuir-Blodgett,824.249895638615,15.050729116919568,101.0944500316323,2.425357297446664,49.155193584525335
Carbon Nanotubes,Langmuir-Blodgett,1093.2377215654174,11.775588167007442,169.51516028036295,1.940106686724287,45.72906274389987
Carbon Nanotubes,Langmuir-Blodgett,1038.962119356421,22.3857683882866,183.16088453953355,1.6283318260029005,45.03594726689815
Graphene,Electrospinning,1163.0538637361205,33.52719759818113,230.0483019462256,1.6710034868065278,54.25390069942763
Carbon Nanotubes,Electrospinning,1240.4646509447302,47.93842577211731,159.49346335450718,1.6120839172597932,56.624573649974195
Carbon Nanotubes,Langmuir-Blodgett,940.88109761858,37.995503142059476,162.25737551655487,2.1805038836929094,42.294746025226466
Graphene,Electrospinning,1388.3108221491325,21.054118756006673,227.68944269549,2.05468708839539,42.48198820027077
Graphene,Langmuir-Blodgett,1309.4984215615614,47.56232072948593,60.87635103627768,2.0566444773987267,52.78806869691891
Graphene,Electrospinning,1285.4210926478597,11.441643010608033,175.62826450200055,1.5983778547467624,42.885979484839005
Carbon Nanotubes,Electrospinning,958.2468419342918,49.16216029067171,133.32984129555845,2.293274956048357,55.367694192497744
Polymer Matrix,Langmuir-Blodgett,537.5728858446101,12.34562803305796,231.9526769992173,2.0355728923983802,56.57390259565359
Polymer Matrix,Electrospinning,992.2564063789443,40.15399892228664,242.1080543163561,1.590969196335501,50.45688015944261
Graphene,Electrospinning,1398.445534144183,11.811901566938117,84.04945284520333,2.247130790504663,58.16805091893297
Polymer Matrix,Langmuir-Blodgett,690.4501556075188,47.262457694740284,106.29369412360802,2.481298104642211,40.40701760966911
Graphene,Electrospinning,1482.5924720105877,14.346635869245565,104.69158055254495,1.941180511176242,44.528209761634564
Carbon Nanotubes,Langmuir-Blodgett,1307.6906200131714,12.019160521085404,70.1255254523442,1.6156546223861534,55.458785599983585
Polymer Matrix,Electrospinning,1209.8297922820648,45.5706061929979,146.5887810942598,1.6013991546471078,59.14601074218061
Carbon Nanotubes,Langmuir-Blodgett,1177.1599579223207,13.831755356705,152.6162821459051,1.5258795288035034,59.211590524211154
Polymer Matrix,Langmuir-Blodgett,1087.0258819337625,41.91725163120334,164.59565193191085,2.270398146453287,40.007960875373776
Carbon Nanotubes,Electrospinning,1220.670323249132,39.881385618240316,182.59167328925105,2.194000997167192,52.63726983941392
Polymer Matrix,Electrospinning,921.9055562193205,33.95512153953465,62.58349049294851,2.084239289788315,40.54657999406953
Carbon Nanotubes,Langmuir-Blodgett,1345.2881080201296,25.118508808772262,174.4967091584788,2.2656293233752827,54.00651629408917
Carbon Nanotubes,Electrospinning,1196.3459560952808,46.62322198531956,232.76185763481055,2.4992976684291834,55.36083509631497
Polymer Matrix,Electrospinning,1271.253112379549,44.84325023472498,140.99819579654695,1.9018479375392832,57.153256923549144
Carbon Nanotubes,Electrospinning,1292.4874221659795,27.049884438259717,71.34248866356079,2.2058102251318634,50.58886836652362
Carbon Nanotubes,Langmuir-Blodgett,592.0700457089025,19.268998252585927,67.18880534568592,1.877161605286823,57.002248232135976
Carbon Nanotubes,Langmuir-Blodgett,555.6407726877379,20.90286677673658,106.35045258218088,1.8520578858331207,58.476868300647475
Polymer Matrix,Langmuir-Blodgett,1300.9858684847359,18.812943094502156,200.50492525946817,2.350920096904544,50.66457731437387
Polymer Matrix,Electrospinning,759.3840210382461,31.650078510421764,102.19993106351812,2.0747631414847065,50.482304408182344
Carbon Nanotubes,Electrospinning,1081.9698075118142,44.7415531428119,212.86618246023426,1.62061327315892,50.11713964186172
Carbon Nanotubes,Langmuir-Blodgett,943.7108552189862,40.94447868792682,213.93182939319283,1.903515997917005,50.0927264745056
Polymer Matrix,Langmuir-Blodgett,522.0392036676342,41.82041839781756,141.42236760634216,2.2965543195275147,55.490683402269966
Polymer Matrix,Electrospinning,540.2812581662715,27.931539667985813,110.1577685807949,2.439998119055243,41.346598510366086
Carbon Nanotubes,Electrospinning,1327.1252422787957,22.897793271935207,169.53343054180715,2.1144281287220696,49.049812161626974
Carbon Nanotubes,Electrospinning,1107.6775614887238,40.2942308282021,212.1060297913621,1.8942137093752844,50.47973257922891
Carbon Nanotubes,Electrospinning,1023.8430787368449,41.7319310341795,62.91415960016875,1.7519823915951651,44.28911481256838
Graphene,Langmuir-Blodgett,1444.3520834717501,37.81414825922823,240.68470866532047,1.9220236981400232,50.82552083727361
Polymer Matrix,Electrospinning,673.1150259288448,11.284284901690738,179.18005498832116,2.0656544778032218,49.11319747593922
Graphene,Electrospinning,757.9708396587985,33.587387522739355,129.62955126112882,1.5044167362898775,54.75164934096382
Polymer Matrix,Langmuir-Blodgett,1256.7390782356274,23.881833169915385,151.20384710732114,1.7686778214076257,47.06588699643262
Polymer Matrix,Langmuir-Blodgett,1275.2352279579295,17.847709961062698,127.11849935537154,2.1715159398520694,58.99546305990468
Polymer Matrix,Electrospinning,904.8971964391644,37.775810533691946,132.52220582588802,2.173229621558716,48.274606976395816
Polymer Matrix,Langmuir-Blodgett,1450.97843464376,20.741045427443115,169.12332216842412,2.153006722134765,52.617848542125685
Polymer Matrix,Electrospinning,1438.2545777151706,46.513646358234226,62.04809937143408,2.4499423597382664,44.43359203524334
Polymer Matrix,Electrospinning,512.4097150601596,21.923162950527797,85.07542499699244,2.068545660301194,53.773140429170496
Polymer Matrix,Langmuir-Blodgett,672.327902340725,32.20722398574574,95.40791396070514,1.7697280507818587,50.277060211490635
Graphene,Langmuir-Blodgett,1320.2194416838713,43.110486546065346,131.5028548556686,2.3116126929887084,46.844726879521694
Carbon Nanotubes,Electrospinning,835.2166848260083,26.08473352109533,124.21150591546208,1.889377343103377,46.95820999882284
Carbon Nanotubes,Langmuir-Blodgett,595.4626786998284,43.14631836964108,194.4409119336926,1.7392905282689783,47.50908766882627
Graphene,Electrospinning,1284.9991744235836,38.9478558987465,101.83587374146458,2.0567490244187763,48.74906791150033
Graphene,Electrospinning,954.5835055752094,46.83463812332619,61.414426721410685,1.7890344310916895,44.95297542802295
Graphene,Electrospinning,992.4107867153718,23.033382503590616,61.08844923044621,1.8961600381129555,45.5480208996555
Graphene,Langmuir-Blodgett,686.3693888161713,14.20112259120529,52.262617154662586,2.19315755837437,59.1672564643535
Polymer Matrix,Electrospinning,1160.8950539389277,27.213979917217095,57.605201307867524,2.495948116591738,46.02523429361632
Carbon Nanotubes,Electrospinning,1051.2413181226177,41.432538767565525,221.73213494955087,2.144731593822788,52.53816179698122
Polymer Matrix,Electrospinning,706.6729377890758,28.017404535602207,189.44858355594934,1.7764799035560237,46.90680734138904
Carbon Nanotubes,Langmuir-Blodgett,840.3315084392068,20.479517207722825,249.18623317960842,1.5904655405025712,56.216790945149725
Carbon Nanotubes,Electrospinning,1096.8792873361722,11.104127102920591,54.06254562434132,1.8619676317708134,53.91892207932096
Graphene,Electrospinning,1424.8722554334101,22.520952118233094,219.8003102150639,1.5193106855533887,46.56454562759699
Polymer Matrix,Electrospinning,1420.3763503214918,38.53524444652552,189.2112658532487,1.9647547351933574,54.33247794891153
Graphene,Langmuir-Blodgett,787.905904397483,15.904550249069462,178.06848629529858,2.159983767125558,55.134887485904805
Polymer Matrix,Electrospinning,1235.620977759885,23.635175212289525,121.30642512383677,2.0117959764625106,42.76583236797427
Carbon Nanotubes,Electrospinning,1275.5190805238094,10.80925846820449,125.34548295799573,2.3652823020836147,51.56292759356676
Graphene,Langmuir-Blodgett,1308.8230999827947,38.870200129039645,219.11223810206084,1.9940500868803226,56.15518606630762
Graphene,Langmuir-Blodgett,1070.76228475148,45.22732188204701,192.6967756522581,1.9623800607161175,41.00697809039534
Carbon Nanotubes,Electrospinning,510.5079980995878,32.74113270752137,184.0633160704622,1.8096771801361236,50.15732845021292
Carbon Nanotubes,Electrospinning,1261.6762854462486,11.03488423570524,56.12986568995546,2.3376137039750984,56.796697704803364
Carbon Nanotubes,Electrospinning,606.59744982935,18.705012501981322,86.86392712774213,2.4035986711203714,59.05525417128669
Graphene,Langmuir-Blodgett,616.8713862204019,27.538765411797126,242.524892047402,2.477918736307149,53.119702579078194
Polymer Matrix,Langmuir-Blodgett,1105.6248026461526,33.503248822459426,140.87424995803755,2.48120899609396,46.55610969351744
Graphene,Electrospinning,1483.5205210253016,29.851053698818845,206.2786460448476,2.480423626083961,52.09687991186276
Polymer Matrix,Langmuir-Blodgett,742.5394732657999,46.634641856450855,127.86504524448468,2.211958914423728,40.547266784751294
Graphene,Electrospinning,1145.8108800512077,47.54545265606021,202.8645754286344,2.0626529021302535,49.1172339485156
Graphene,Electrospinning,803.653645737601,14.286098501566622,73.84251362110221,1.6723444638166645,54.546547825709915
Carbon Nanotubes,Langmuir-Blodgett,1398.7261136105296,15.535635128293546,58.42560392545953,2.2670631790430607,40.72414212767649
Polymer Matrix,Electrospinning,1093.516892113864,24.322196489295923,143.2353143041237,2.2348801466974444,52.064669332914505
Graphene,Langmuir-Blodgett,707.4773276564708,26.84939527602378,168.329239344899,2.3424021577026166,51.76644099666093
Graphene,Langmuir-Blodgett,762.1310504454283,33.44266770644502,114.74037826128827,1.9624510754956477,43.79344757547603
Carbon Nanotubes,Electrospinning,932.480730418121,40.92638999150627,193.20092559595568,2.392421458230369,51.384454603961544
Carbon Nanotubes,Langmuir-Blodgett,622.0435620298127,15.430708222469702,149.16392977745681,2.218674344914115,48.18900509016211
Polymer Matrix,Electrospinning,578.7333682634817,42.10558784310162,235.6633695086885,1.6711253377488053,49.576580389434326
Graphene,Langmuir-Blodgett,1180.061395747956,34.401132539012565,66.99810349604579,1.706903516929697,46.508129893912965
Polymer Matrix,Electrospinning,907.1650620891203,49.235378431800065,63.31367288021601,2.314265521035315,56.2068925515637
Graphene,Electrospinning,1226.2257918702771,36.04670712330129,231.0243704493972,1.9256934085604693,47.31305366545066
Polymer Matrix,Electrospinning,610.0582004376215,38.643660189628704,183.8214265614818,1.7490129466439488,55.816200811674676
Carbon Nanotubes,Langmuir-Blodgett,1109.8655479010959,17.80835465608678,184.22365762630764,1.9225765007021793,41.53146105297225
Graphene,Electrospinning,943.3067933697405,40.75447821436145,55.51104445615322,1.6613777336841107,45.57157625803907
Polymer Matrix,Langmuir-Blodgett,557.9986544570286,13.170647107326946,237.53504509771963,2.3917366795595414,48.05340043093898
Carbon Nanotubes,Langmuir-Blodgett,1044.801978275977,36.26121744752744,204.3650111860932,1.5715394154751987,48.09159229501517
Carbon Nanotubes,Langmuir-Blodgett,582.8042747145457,12.222916353948055,202.86296356126942,1.8532415152268373,48.82589358022056
Polymer Matrix,Langmuir-Blodgett,1327.719747791008,14.609032852383873,232.3859282694087,2.0569287593059884,53.04779216794131
Graphene,Langmuir-Blodgett,1131.9574653900288,14.314650972663632,165.63063321806152,2.3736456258451213,51.48109390981634
Graphene,Electrospinning,1056.9675337604485,12.099362592902253,128.93327811276126,2.281548888939926,50.420953169279855
Carbon Nanotubes,Langmuir-Blodgett,633.469004469659,22.845556677835855,146.1358337171001,1.5224235840468254,56.75344769659968
Graphene,Electrospinning,787.457113504083,49.774098316101444,205.4481406634312,2.3252481427293414,43.9233379786433
Graphene,Electrospinning,992.8758971352993,23.92901473846145,203.74599650277037,2.1381200658802415,57.204776330131324
Graphene,Langmuir-Blodgett,1133.283513639688,40.43103653354199,171.9173242855471,1.633348398317792,56.22860176402711
Carbon Nanotubes,Electrospinning,683.2307187421555,15.292680634284022,93.61607199195024,2.117477559383503,43.913890659371035
Polymer Matrix,Electrospinning,508.8662781336234,28.179643210618188,213.77681826940702,2.317894217387527,52.48126653230653
Graphene,Langmuir-Blodgett,844.7601872692956,17.404633422595687,179.44831364203932,2.1021118706837605,44.46555210828694
Carbon Nanotubes,Electrospinning,982.8714545562436,17.68388680372816,94.25240417898183,2.499146745635872,58.85641285269754
Carbon Nanotubes,Langmuir-Blodgett,684.4335055968031,13.987601462961518,146.12888995146744,2.0070034216336308,49.85899244032539
Polymer Matrix,Langmuir-Blodgett,992.1655058552058,27.281766121117283,249.4412661495716,2.1731310799790986,44.07444782535848
Graphene,Langmuir-Blodgett,838.4858585692687,13.021396829946777,115.67596781607934,1.570373512982871,52.72219551367605
Graphene,Electrospinning,955.0896661064078,46.392454254226436,73.31212295417018,2.3131981726870983,54.14417960995721
Polymer Matrix,Electrospinning,847.457750578594,27.916012862878176,54.333483436833596,2.1241030237307994,52.09939299460082
Polymer Matrix,Electrospinning,1128.4678497868001,43.54264565751525,86.92647143208592,2.061242804020921,44.83373923531711
Carbon Nanotubes,Electrospinning,542.8970109935717,49.17857798822049,87.39326121274257,2.20880871097632,54.7042888959288
Carbon Nanotubes,Langmuir-Blodgett,670.9052899442736,37.111167152809585,221.61368897326312,2.060509761821189,58.59125516535549
Polymer Matrix,Langmuir-Blodgett,932.7508691109996,46.060430285366934,81.23094983950125,2.2664514151531288,59.0426964577904
Graphene,Electrospinning,856.2967155518568,15.414700820120096,222.5301883756861,2.083515593472479,53.58959363565809
Carbon Nanotubes,Langmuir-Blodgett,891.631955953817,43.199745834497435,67.34330168862792,2.0200538328145385,56.80490530514079
Carbon Nanotubes,Electrospinning,1303.7606948804796,20.848693328399037,231.32885997012673,1.635019484721687,59.572636209336736
Graphene,Langmuir-Blodgett,1386.3316582473658,28.903921553686438,101.27070038426749,1.9718307642132507,40.86761606454196
Carbon Nanotubes,Langmuir-Blodgett,748.6687834975701,35.86330596377329,172.2996123980406,2.0382346617357623,49.53981145363814
Graphene,Langmuir-Blodgett,1336.3910602863054,46.14174370140855,81.9454369557624,2.12457379843978,45.82816126071645
Graphene,Langmuir-Blodgett,958.7898652903577,46.43975203718968,128.0111263347213,1.9558921633363355,49.49574346353731
Graphene,Langmuir-Blodgett,773.8206192862208,13.6840950856738,67.1535609366899,1.646643441145776,58.33835596390713
Polymer Matrix,Electrospinning,1485.4560710046785,24.582219552842336,165.90564085136847,1.6503626209490068,59.667723143111886
Polymer Matrix,Electrospinning,1324.8017914341672,41.72700826736867,119.17549730563759,2.2209877495247445,58.09848780867154
Polymer Matrix,Langmuir-Blodgett,1494.253319086536,38.12627556928902,220.43001672243196,2.1614472488754823,43.942348840404904
Graphene,Electrospinning,668.1907844282546,11.05409780083312,86.36329565984555,1.759499321491639,56.05728585887144
Graphene,Langmuir-Blodgett,643.8426739478587,27.995576202277988,105.99761288426235,1.9458575945775174,56.35313245136025
Polymer Matrix,Langmuir-Blodgett,1003.3779529442393,43.17012380494471,85.45093547545869,1.8069576825075035,51.58758400695682
Carbon Nanotubes,Langmuir-Blodgett,1138.643760034554,39.50737749335091,162.76455604720604,1.681022856612436,54.29784112003795
Graphene,Langmuir-Blodgett,671.0600925333516,26.473991693292906,72.34943675249744,1.8261635782483179,58.10714736225622
Carbon Nanotubes,Electrospinning,1360.4306680885425,39.406444893870216,87.87140105217097,1.7626890675262228,59.88328523178724
Carbon Nanotubes,Langmuir-Blodgett,1032.0134786633635,32.04842836546426,185.6979886884024,1.5824276200759118,40.801392876017566
Graphene,Electrospinning,910.9418332206475,46.50515992273146,64.88290530718803,2.004486572672327,45.14325868923871
Graphene,Langmuir-Blodgett,1102.0536729270452,33.48508697602175,198.6327344188959,1.950884053000087,58.69152155477161
Carbon Nanotubes,Langmuir-Blodgett,1134.9537129722892,26.029367151774725,70.86669781688272,2.214608330028399,46.582986299864885
Carbon Nanotubes,Electrospinning,542.7832809837942,44.516824982729375,167.09775191676084,2.120305668595215,42.12978277925892
Polymer Matrix,Langmuir-Blodgett,1499.8926667050491,11.994753692265636,249.5618911165897,1.8433781745449256,46.265321090490644
Polymer Matrix,Langmuir-Blodgett,863.9195768044756,46.02042574549907,84.77858135780012,1.9963042010548104,50.36991563520797
Graphene,Electrospinning,561.5426469098962,37.85387257991141,102.21726373326288,2.0360831131959096,47.7218250623139
Polymer Matrix,Electrospinning,1352.3231747755153,47.62423441696312,229.68533079781054,2.417548607636587,55.766062152573284
Polymer Matrix,Electrospinning,1493.0186792123122,20.020194765078333,175.25730690085436,2.48169434226672,52.220713087533795
Polymer Matrix,Langmuir-Blodgett,1316.3585092160902,37.79685458559445,148.50625976086218,2.3155428014951247,48.69809112695858
Polymer Matrix,Langmuir-Blodgett,1351.8824898598457,42.378530676239784,162.54101945400726,2.062104552129961,59.945224455264054
Carbon Nanotubes,Electrospinning,1125.935114219451,38.08410319143507,109.09906892766443,2.4281068426342043,57.71877684035066
Graphene,Electrospinning,1422.3255782209328,18.413348091570604,221.0643563903827,1.6781127184699964,57.24513143048812
Polymer Matrix,Langmuir-Blodgett,535.7385517274676,21.023582722913744,199.05380500670574,2.1964960796411477,51.34506534995518
Carbon Nanotubes,Langmuir-Blodgett,1266.7238629542012,32.669693938106946,178.49328646678308,1.9604677164291244,55.59850694435653
Carbon Nanotubes,Electrospinning,1170.7102283340755,27.87002410763078,236.34851964542693,1.6447489232429806,46.71770904861426
Carbon Nanotubes,Electrospinning,549.5849705240022,39.40468753666113,165.6221721085351,1.5752099871680016,46.59701099178601
Polymer Matrix,Electrospinning,1043.9735789764793,25.147067658652816,152.37542170906335,1.980741837055322,57.84106199669064
Polymer Matrix,Electrospinning,1015.0603457578695,44.379220874388906,245.13868046680162,1.73896920396599,51.936666933588036
Graphene,Langmuir-Blodgett,1191.5342250769768,27.27681620147001,91.20282265327732,1.7505062587698028,46.87173580535669
Polymer Matrix,Langmuir-Blodgett,577.5314116091726,11.601651228591695,78.39363463954092,1.820216887338582,56.90645821279685
Polymer Matrix,Langmuir-Blodgett,1305.2787853284121,10.694563035397827,82.45657390675669,2.218364218914295,48.8510804673216
Carbon Nanotubes,Langmuir-Blodgett,639.4034420115047,35.86970344338191,247.8884016032392,1.664089601554083,47.9995176599061
Graphene,Electrospinning,918.6646134618727,31.622124731273033,180.45021097953887,2.2175558856577386,40.523420173331466
Polymer Matrix,Langmuir-Blodgett,1381.288007501636,31.709785734251547,111.18457637630263,2.282709927034638,53.5800504356619
Polymer Matrix,Electrospinning,1060.5316054954965,41.600360641137826,99.79556086987111,2.094480096346186,50.65284905831262
Carbon Nanotubes,Langmuir-Blodgett,879.5909137547343,25.028809385588783,61.32771801813437,1.747557528619063,46.23658240393998
Carbon Nanotubes,Langmuir-Blodgett,548.2022420458368,49.81787990379939,76.38946574080151,1.5515325282341963,42.78602862434902
Polymer Matrix,Langmuir-Blodgett,1172.2735172017217,47.82120402439409,231.63451626735733,1.90794511159995,43.64831248423986
Graphene,Electrospinning,1486.546765306784,10.518470686312988,199.46821214391795,2.3474452208990106,44.49724029560524
Graphene,Langmuir-Blodgett,1411.796398758383,45.82971072795025,238.31194690079934,1.6018702670955942,57.30407114235263
Carbon Nanotubes,Electrospinning,1217.296077573428,37.22198601480429,134.74618729104174,2.2448307712388367,49.612721335504126
Carbon Nanotubes,Electrospinning,605.292858255945,30.083613472641396,170.24744921224203,1.9678898079862135,53.9099422214139
Polymer Matrix,Langmuir-Blodgett,739.4400934003942,33.3098989637617,146.73425179979813,2.398833074537775,49.22636842554394
Carbon Nanotubes,Electrospinning,686.849019453287,43.67429453057285,226.277079297564,1.85619809870758,49.47461378307483
Polymer Matrix,Langmuir-Blodgett,855.4616402556453,48.04149568292095,248.27637743456265,2.2047488322642135,56.44295749762357
Graphene,Electrospinning,735.5172277915356,32.4133449894577,236.5550415300739,2.240119376453814,55.42313460480696
Graphene,Langmuir-Blodgett,744.4394459716932,17.251657887543598,169.61116955652398,1.6987417129762012,44.642763523054725
Polymer Matrix,Electrospinning,1116.7299353754056,35.590159352890595,62.360395437644335,1.6581469257428365,52.51439618777707
Carbon Nanotubes,Electrospinning,818.7026559613835,13.048758735543228,173.50532260442932,1.5927311472071692,53.60376430316185
Graphene,Langmuir-Blodgett,1177.162876472473,35.405549473394714,69.40948430622318,2.201582343327668,48.09606890833827
Carbon Nanotubes,Langmuir-Blodgett,1447.8896591461805,42.34447210107494,77.76429472713984,2.0481504546801808,41.36663514704482
Graphene,Langmuir-Blodgett,1138.477916613239,24.133257459435477,88.268939637827,1.5867187725435723,47.42809677478271
Polymer Matrix,Langmuir-Blodgett,1251.656677210371,12.847376970206948,122.6986842109514,1.8083341509002835,47.16610394557124
Polymer Matrix,Electrospinning,1251.580415282838,37.68904513651625,168.3572967300991,1.642346419382179,53.812591621104886
Polymer Matrix,Electrospinning,830.702788399311,23.573150006743163,116.71073483474761,1.5926810230863673,56.190356298256305
Graphene,Electrospinning,514.9579945934355,19.963866075222064,140.4534214672065,1.7987711646042346,47.92031513867368
Carbon Nanotubes,Electrospinning,555.0479629942145,37.56727035772968,59.45780661698685,1.5962960120162721,52.914325068512525
Carbon Nanotubes,Langmuir-Blodgett,782.0602508845584,48.78345875635179,173.9515601448844,1.7601860012783765,52.856691566526635
Carbon Nanotubes,Electrospinning,1189.543183657598,39.8128950970295,181.4063531011884,2.0527191665234983,52.96310302966023
Graphene,Langmuir-Blodgett,1406.6831386482927,29.65400162237502,69.87802960998961,2.060904206736423,51.086180083480464
Graphene,Electrospinning,1458.7982621907463,34.020428896965925,207.02343119863957,1.6680023008633804,52.58432352679589
Graphene,Langmuir-Blodgett,525.8486638400734,15.691156347431555,179.49191153239707,1.6910135192415487,57.353748978161775
Graphene,Langmuir-Blodgett,1490.087245632771,42.528531427312316,147.94588585627267,2.354971567988687,58.43657893278916
Graphene,Langmuir-Blodgett,822.4972183566938,34.171800424456755,160.5719748363092,1.6669348987269328,41.835988645960754
Carbon Nanotubes,Langmuir-Blodgett,1342.9562282351153,48.633215919920694,150.60914691055913,1.5457414667680118,40.23505147113134
Graphene,Langmuir-Blodgett,680.2954606967803,49.17933473159792,60.7585887455468,1.7448208501671871,50.378316283505825
Graphene,Electrospinning,562.8982576068591,24.183467697616123,197.02989218617674,2.0764264018611254,48.25624720009079
Carbon Nanotubes,Langmuir-Blodgett,878.3554240626875,49.54183742050684,152.36212737610737,1.5072244646945279,49.0233888005063
Graphene,Electrospinning,1358.925388530693,48.27334112410361,84.56477069939163,2.4849870694213774,49.17010400708626
Carbon Nanotubes,Electrospinning,720.824915877816,35.59327855220545,186.1461707493599,1.7303896105214764,57.9037718306076
Carbon Nanotubes,Langmuir-Blodgett,653.9573257518422,23.33857713836625,189.013121212411,1.7381175283958956,52.732541334748774
Polymer Matrix,Electrospinning,1409.8043289501904,40.13360882991076,92.69909388257132,2.2386174997068666,48.846801506504896
Polymer Matrix,Electrospinning,1438.337202621459,20.849489254245434,209.29901454488865,1.7481790868147753,49.09565419665722
Polymer Matrix,Electrospinning,512.5481991889089,35.193755866983224,141.30094517620296,1.8961513757431376,56.89005255796967
Polymer Matrix,Langmuir-Blodgett,1227.4357374154815,10.983264551982561,86.1219225014115,2.0439186886472362,44.341124586499724
Graphene,Langmuir-Blodgett,809.2077365293267,35.143311861766946,181.52400066260782,1.5218724718539278,40.294929850685136
Polymer Matrix,Langmuir-Blodgett,874.7043699671896,48.06433138934247,169.3453929068695,2.337292626151784,49.56334766496968
Carbon Nanotubes,Langmuir-Blodgett,969.1029749514898,19.405721708248787,84.08126516469099,2.0120507784796,59.2094191783377
Graphene,Electrospinning,926.7909701745195,41.1271794686311,224.46977995553357,1.8129189789788847,56.28744080432336
Polymer Matrix,Electrospinning,1014.9737849821053,21.736941996624065,220.9068665412744,1.899786627910441,48.16790448095085
Carbon Nanotubes,Electrospinning,1082.3617157400163,38.31398994914566,217.24891757120858,1.555824722247675,43.501981818421385
Graphene,Electrospinning,965.5955048379242,37.998894794941016,129.84557179262023,2.217981103246209,51.40270459481678
Graphene,Electrospinning,1201.5635404895174,17.38950966761914,214.92455495126802,2.039504398914232,57.594091269138104
